RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
  075104       1       0                                                        
ILL TAS data in the new ASCII format follow afte the line VV..V                 
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      80                                                                        
IN12  internal use08-Apr-24 11:18:52                                            
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: IN12
USER_: internal use
FILE_: 075104
DATE_: 08-Apr-24 11:18:52
TITLE: Internal use
TYPE_: tas
COMND: sc en 0 den 0.01 np 31 ti 1
POSQE: QH=  -0.3599, QK=   0.0000, QL=   0.8426, EN=  -0.1505, UN=meV
CURVE: MONO= auto, ANA= auto
STEPS: EN=   0.0100
PARAM: GONIO= 0
PARAM: DM=   3.35500, DA=   3.34200, KFIX=   1.10009
PARAM: SM= -1, SS=  1, SA= -1, FX=  2
PARAM: ALF1= 120.00, ALF2= 120.00, ALF3=  43.00, ALF4= 120.00
PARAM: BET1= 120.00, BET2= 120.00, BET3= 120.00, BET4= 120.00
PARAM: ETAM=  35.00, ETAA=  35.00
PARAM: AS=   6.28000, BS=   6.28000, CS=   6.28000
PARAM: AA=  90.00000, BB=  90.00000, CC=  90.00000, ETAS=   1.00000
PARAM: AX=  1.000, AY=  0.000, AZ=  0.000
PARAM: BX=  0.000, BY=  0.000, BZ=  1.000
VARIA: SELPOS=in
VARIA: SELSPEED=  10519
VARIA: A1      = -61.37, A2      =-122.79, A3      =  -0.01, A4      =  50.03
VARIA: A5      = -58.71, A6      =-117.41, GU      =   0.04, GL      =  -0.04
VARIA: A3P     =-326.45, GA      =   2.60, GM      =   0.01, RA      =  24.60
VARIA: RMV     =  28.25, RMH     =  82.97, TA      =   4.50, TM      =  -3.97
VARIA: GC      =  -0.01, DIA1X   =  62.24, DIA2X   =  87.92, DIA2Z   = 162.15
VARIA: I1      =   0.00, I2      =  -0.00, I3      =  -0.01, I4      =   0.00
VARIA: I5      =  -3.90, I6      =   1.65, I7      =   0.00, I8      =   0.00
VARIA: IH1     =   0.00, IH2     =   0.00
ZEROS: A1      =  -2.01, A2      =  -0.13, A3      =-180.00, A4      =  -0.23
ZEROS: A5      = -89.55, A6      =   0.17, GU      =   0.00, GL      =   0.00
ZEROS: A3P     =-125.45, GA      =   0.00, GM      =   0.00, RA      =   0.00
ZEROS: RMV     =   0.00, RMH     =   0.00, TA      =   0.00, TM      =   0.00
ZEROS: GC      =   0.00, DIA1X   =   0.00, DIA2X   =   0.00, DIA2Z   =   0.00
PARAM: IF1H=     1.555, IF1V=    -3.900, IF2H=     1.467, IF2V=     4.276
PARAM: TI=      1.00
PARAM: TT=      0.00, RT=      0.00
PARAM: REACTOR=54.69
FORMT:
DATA_:
Qh          Qk          Ql          En          CNTS
0.49697      0.49697      1            0.989899     2.1612e-72          nan          None          nan
0.5          0.5          1.0            0          0.524171
0.5          0.5          1.0            0.606061     0.0469252          nan
0.5          0.5          1.0            0.616162     0.02396          nan
0.5          0.5          1.0            0.626263     0.0140404          nan
0.5          0.5          1.0            0.636364     0.00733644          nan
0.5          0.5          1.0            0.646465     0.00262471          nan
0.5          0.5          1.0            0.656566     0.00141101          nan
0.5          0.5          1.0            0.666667     0.000963336          nan
0.5          0.5          1.0            0.676768     0.000829033          nan
0.5          0.5          1.0            0.686869     0.000159872          nan
0.5          0.5          1.0            0.69697      5.62034e-06          nan
0.5          0.5          1.0            0.707071     0.0004225          nan
0.5          0.5          1.0            0.717172     3.81352e-06          nan
0.5          0.5          1.0            0.727273     8.3964e-10          nan
0.5          0.5          1.0            0.737374     4.89739e-09          nan
0.5          0.5          1.0            0.747475     7.967e-11          nan
0.5          0.5          1.0            0.757576     2.68333e-12          nan
0.5          0.5          1.0            0.767677     4.49186e-13          nan
0.5          0.5          1.0            0.777778     5.90557e-14          nan
0.5          0.5          1.0            0.787879     9.01541e-17          nan
0.5          0.5          1.0            0.79798      2.74073e-16          nan
0.5          0.5          1.0            0.808081     1.97049e-12          nan
0.5          0.5          1.0            0.818182     1.12974e-23          nan
0.5          0.5          1.0            0.828283     7.10286e-19          nan
0.5          0.5          1.0            0.838384     5.68866e-25          nan
0.5          0.5          1.0            0.848485     1.32559e-20          nan
0.5          0.5          1.0            0.858586     3.65735e-31          nan
0.5          0.5          1.0            0.868687     3.89632e-28          nan
0.5          0.5          1.0            0.878788     2.86231e-36          nan
0.5          0.5          1.0            0.888889     1.74083e-34          nan
0.5          0.5          1.0            0.89899      1.87608e-36          nan
0.5          0.5          1.0            0.909091     6.9639e-38          nan
0.5          0.5          1.0            0.919192     3.63572e-52          nan
0.5          0.5          1.0            0.929293     1.9545e-47          nan
0.5          0.5          1.0            0.939394     1.31919e-60          nan
0.5          0.5          1.0            0.949495     8.5003e-60          nan
0.5          0.5          1.0            0.959596     2.42153e-61          nan
0.5          0.5          1.0            0.969697     1.2027e-65          nan
0.5          0.5          1.0            0.979798     1.55087e-67          nan
